Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United States,136000,17,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,71000,16,0,1,100,Not remote,6,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,115000,8,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000,7,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,35000,1,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,107526.88172043,17,0,1,10,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,36075,2,1,1,20,Not remote,2,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,86000,14,0,1,10000,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,129000,1,0,0,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000,6,0,1,20,Not remote,10,0,0,1,0,1,0,0,0,0,0,0,0,1
Germany,62365.5913978495,3,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,50000,3,0,1,10,Remote,6,1,1,0,1,1,1,0,0,0,1,0,1,1
United States,128000,16,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,7800,9,0,1,100,Not remote,9,1,0,0,1,0,0,0,0,1,0,0,0,0
United Kingdom,52500,13,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000,11,1,1,100,Not remote,8,1,1,0,0,1,0,0,0,1,0,0,0,1
United States,45000,1,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500,13,1,1,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,50000,5,0,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,75000,1,1,1,1000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,145000,20,0,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
Canada,75757.5757575758,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,18064.5161290323,1,0,1,100,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,57500,1,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,11,0,1,10,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,89000,4,0,1,100,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,75000,4,0,1,10000,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,66200,4,0,0,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,150000,12,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,90000,16,1,1,5000,Not remote,9,0,0,1,0,0,0,0,1,0,1,0,0,1
United States,115000,6,1,1,100,Not remote,9,0,0,1,1,0,1,0,1,0,0,0,0,0
United States,150000,20,0,0,1000,Not remote,4,0,0,0,1,0,0,0,0,0,0,0,1,1
United Kingdom,131250,15,1,1,5000,Not remote,7,0,1,0,1,1,1,0,0,0,0,0,1,0
United States,72000,5,1,0,10,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,0
United States,63000,4,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,96000,5,1,1,10,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,84000,3,0,1,5000,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,135000,5,0,0,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,72000,3,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,21000,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000,4,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,1,0,0,0,0
United States,61800,3,0,0,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,17,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,185000,7,1,1,1000,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,5707.52688172043,3,1,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,1,0,0
United States,120000,2,1,1,5000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,168000,17,1,1,20,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,102000,14,0,0,1000,Not remote,6,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,106984,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,4,1,1,100,Not remote,10,0,0,0,0,0,0,0,1,0,0,0,0,0
United States,145000,16,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,73484.8484848485,10,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,46212.1212121212,3,0,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,80000,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64516.1290322581,7,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,25000,1,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000,20,0,0,1,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,92000,3,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,1,0,1
United States,140000,12,0,1,5000,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,70000,3,1,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48750,3,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,68181.8181818182,12,0,0,10,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
Canada,78030.303030303,9,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,66000,3,0,1,5000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,80000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,64516.1290322581,9,0,0,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,120000,4,0,0,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,85000,3,0,0,1000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,70000,4,0,1,1,Not remote,8,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,70000,1,0,1,1000,Not remote,5,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,57500,3,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,1,1
United States,163000,9,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,156000,4,1,1,10000,Not remote,7,1,0,0,1,0,0,0,0,0,0,0,0,0
United States,192000,14,0,1,1000,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,100000,6,0,1,100,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,0,1
United States,115000,15,1,1,1000,Remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,45600,1,1,1,10,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,64393.9393939394,18,0,1,500,Not remote,10,1,1,0,0,0,0,1,0,0,1,0,1,1
United States,59000,3,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,106000,12,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,71000,6,0,1,10000,Not remote,5,0,0,1,0,0,1,0,0,0,0,0,0,0
Canada,45454.5454545455,2,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,69696.9696969697,7,1,1,5000,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,41250,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,32500,4,1,1,100,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
Canada,53030.303030303,5,0,1,10,Not remote,8,0,1,0,1,1,0,0,0,0,0,0,1,1
United Kingdom,65000,5,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,49242.4242424242,2,0,0,20,Not remote,8,1,0,0,1,0,0,0,0,0,0,0,0,1
Canada,39772.7272727273,1,0,1,20,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,145000,8,0,1,10,Not remote,8,0,0,1,0,0,1,0,0,0,1,0,0,0
United States,120000,3,0,0,100,Not remote,8,1,0,1,0,0,0,0,0,1,0,0,0,0
United States,130000,17,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,3,0,1,10000,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,8,1,1,100,Not remote,7,1,0,0,1,1,0,0,0,0,0,0,0,0
United States,82000,2,0,1,20,Not remote,6,0,0,0,0,0,1,0,0,0,0,1,0,1
United States,93500,5,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,104000,4,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,130000,16,1,1,500,Not remote,7,1,1,0,1,0,0,0,0,1,0,0,0,1
Canada,49242.4242424242,15,0,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
India,10772.5884598444,2,1,0,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,37634.4086021505,10,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000,14,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,132000,2,0,0,10000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,50000,2,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,51500,1,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,89550,15,0,0,10000,Not remote,5,0,0,1,0,0,1,0,1,0,0,0,0,0
United States,80000,4,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,180000,20,1,1,10000,Not remote,8,0,0,1,0,0,1,0,1,0,1,0,0,0
United States,125000,9,1,1,500,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,129000,16,1,1,5000,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,125000,1,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100000,16,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,6,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,62500,8,0,1,1000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,87500,2,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000,20,1,1,5000,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,140000,2,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,45000,20,1,1,20,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,92000,4,1,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,30000,6,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,89500,4,0,1,100,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
Canada,56818.1818181818,4,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,30303.0303030303,1,0,1,20,Not remote,8,0,0,1,0,0,0,1,1,0,0,0,0,0
United States,92000,3,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,84000,6,0,1,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,101500,8,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,5,0,0,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,1,0
United States,168000,12,0,1,5000,Not remote,6,1,1,1,0,0,0,0,0,0,0,0,0,0
United States,118000,7,0,1,5000,Not remote,4,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,51000,4,0,1,5000,Not remote,5,0,0,0,0,0,0,1,1,0,0,0,0,1
United States,75000,15,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,19086.7713992072,3,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,107000,20,0,1,1,Remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,75757.5757575758,3,0,1,5000,Not remote,9,1,0,0,0,0,0,0,0,0,0,1,0,0
Canada,37878.7878787879,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,16150.3450300984,1,0,0,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,0
United States,120000,3,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,70000,3,0,1,10000,Not remote,8,0,0,0,0,1,0,0,0,0,0,1,1,1
United States,125000,2,0,0,10000,Not remote,7,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,96000,4,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,69892.4731182796,20,1,1,20,Not remote,7,1,0,0,1,0,1,0,0,1,0,0,0,0
United States,73000,9,0,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,1,0,0
Canada,71969.696969697,3,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,165000,13,0,1,10000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,1,1
United States,100000,2,1,1,500,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,1
Canada,89393.9393939394,14,0,0,1,Remote,10,1,1,0,0,0,0,0,0,0,0,0,0,1
United States,90000,1,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,155000,12,1,1,20,Remote,7,0,0,0,0,0,1,0,0,0,1,0,0,0
India,12039.3481133461,6,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100000,3,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,125000,4,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,85000,6,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
India,16150.3450300984,19,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
India,19820.8779914844,6,0,0,10000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3523.71164293055,1,0,1,10,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,155000,14,0,0,10000,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
India,5717.32491557774,1,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,1,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
India,5600,5,0,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,3,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
India,2936.42636910879,16,0,1,1,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,97000,12,0,0,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,95000,16,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
India,12846.865364851,7,0,0,500,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,130000,7,1,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
India,7341.06592277199,6,0,1,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,43939.3939393939,2,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,100000,15,0,1,1000,Not remote,10,0,0,1,1,0,0,0,1,0,0,0,0,0
India,8809.27910732638,3,1,1,20,Not remote,7,1,0,0,1,0,0,0,0,1,0,0,1,1
India,32300.6900601967,10,0,0,10000,Not remote,6,1,0,1,0,0,1,0,0,1,1,0,0,0
United States,115000,20,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000,8,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,12,0,1,20,Not remote,9,0,0,0,0,0,1,0,1,0,1,0,0,1
India,35237.1164293055,4,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,18205.8434884745,7,0,0,10000,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
India,3171.3404786375,2,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,1,0,1
Germany,90000,20,0,0,1000,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
India,8809.27910732638,2,0,1,5000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,130000,1,1,1,500,Not remote,4,0,0,0,1,0,0,0,0,0,0,0,0,1
India,45514.6087211863,12,1,1,500,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,156000,10,1,0,10000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,46451.6129032258,5,0,0,1,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,32258.064516129,3,0,1,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000,7,1,0,20,Remote,9,0,0,0,1,0,0,0,0,0,1,1,0,1
Germany,51612.9032258064,7,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
India,7634.70855968287,1,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,58064.5161290323,4,1,1,5000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
India,6606.95933049479,5,0,1,100,Not remote,10,1,1,1,1,1,0,0,0,1,0,0,0,1
Germany,11096.7741935484,6,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,146000,12,1,0,20,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,87500,10,1,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000,13,1,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,6166.49537512847,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,145000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48812.5,6,0,0,500,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0
Germany,53763.4408602151,5,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,35625,10,0,1,20,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0
United States,115000,7,1,1,10000,Not remote,5,0,0,0,1,1,0,0,0,0,1,0,0,1
India,5872.85273821759,2,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,3,0,1,100,Not remote,8,0,0,0,1,1,0,0,0,0,0,0,0,0
Germany,86021.5053763441,9,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,125000,18,0,1,20,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,75000,19,1,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,37634.4086021505,6,1,1,10,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,155000,11,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57500,10,1,1,10,Not remote,5,0,0,1,0,0,0,0,0,0,1,0,0,1
India,5872.85273821759,1,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,75000,15,1,1,10000,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
Germany,59139.7849462366,6,0,1,20,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,46236.5591397849,20,1,0,1,Not remote,8,0,1,1,1,0,0,0,0,0,0,1,0,1
Germany,64516.1290322581,9,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57500,9,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
India,8515.6364704155,1,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,81250,7,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57500,3,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.7054764352,9,0,0,100,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,1
Germany,43010.752688172,1,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,58656.25,20,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
India,29364.2636910879,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,37500,2,1,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,10,0,1,20,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,1,1
India,5138.74614594039,1,0,0,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64193.5483870968,13,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000,7,0,0,1000,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,0
India,10277.4922918808,5,1,1,10000,Not remote,2,0,0,0,0,0,1,0,0,0,0,1,1,0
United Kingdom,46250,1,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,40860.2150537634,14,0,1,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,2,1,1,1000,Not remote,7,1,0,0,1,0,0,0,0,0,0,0,0,0
Germany,1720.43010752688,1,1,1,1,Not remote,8,0,1,1,0,1,0,0,0,0,1,0,1,1
Germany,91397.8494623656,13,0,1,20,Not remote,8,0,0,0,0,0,1,0,1,0,1,0,0,0
India,4228.45397151666,1,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,62500,17,0,1,20,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,32258.064516129,2,1,1,100,Not remote,4,0,1,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,65641.25,20,0,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,12795.6989247312,4,1,1,100,Not remote,7,0,0,1,0,0,1,0,0,0,1,0,0,1
United States,70800,1,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,54000,1,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3964.17559829687,4,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,5,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,87500,11,0,1,100,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,65000,18,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,5138.74614594039,1,0,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,75000,8,0,0,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,3,1,0,20,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,0
Germany,64516.1290322581,7,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,60215.0537634409,10,0,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3303.47966524739,1,0,1,10000,Remote,4,0,0,0,0,0,0,0,0,0,1,1,0,1
United Kingdom,101250,9,1,1,100,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,56250,8,1,1,10000,Remote,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64086.0215053763,9,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,120000,14,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,75000,4,0,1,10000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,50000,5,0,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,81250,15,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000,6,1,1,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,73118.2795698925,8,1,1,10,Remote,7,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,65000,3,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,67500,5,0,1,5000,Not remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,32258.064516129,4,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,10,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1
United Kingdom,45000,14,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48750,6,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,58064.5161290323,10,0,1,100,Not remote,9,1,1,1,0,0,0,0,0,0,0,0,0,1
United States,58000,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,5,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,75000,20,0,1,10000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,43750,20,0,1,10,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,68750,5,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,36250,4,0,1,500,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
United Kingdom,43625,1,0,1,100,Not remote,3,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,50000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,86021.5053763441,19,0,1,100,Not remote,8,0,0,1,1,0,0,0,0,0,1,0,0,1
United States,120000,19,1,1,5000,Not remote,9,1,0,0,1,0,0,0,0,1,0,0,0,1
United Kingdom,45000,19,0,0,1,Remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,41250,14,0,0,1000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0
Germany,26881.7204301075,6,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
India,5872.85273821759,1,0,0,10000,Not remote,3,0,0,0,0,0,1,0,0,0,1,0,0,0
